hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR8504,44    Aqr,334.2771,-5.3872,5.75,0.88,,334.2770816054,-4.61283454381,9.2521,,,,,Aquarius,Aqr,
HR8505,Ups Oct,337.9058,-85.9672,5.77,1.02,,337.90631318556,-84.03274709985,9.5042,,,,,Octans,Oct,
HR8506,,334.1104,57.2203,5.88,0.93,,334.11067970641994,57.220238140970004,5.2856,,,,,,,
HR8507,,334.5179,-0.2378,6.39,0.44,,334.51780045844,0.23765499836,23.98,,,,,,,
HR8508,45    Aqr,334.7533,-13.305,5.95,1.06,,334.75308664587,-12.695007282919999,9.8323,,,,,Aquarius,Aqr,
HR8509,,335.1508,-57.51,6.34,1.37,,335.15114067448,-56.49021807047,4.3387,,,,,,,
HR851,Eta3For,42.6683,-35.6761,5.47,1.25,0.017,42.668361603220006,-34.32415003329,6.6631,,,,,Fornax,For,
HR8510,,334.7342,37.7694,6.17,0.28,0.013,334.73419366803,37.769286762869996,14.0144,,,,,,,
HR8511,25    Cep,334.5529,62.8044,5.75,1.26,,334.55269938438,62.804390037939996,5.1573,,,,,Cepheus,Cep,
HR8512,46Rho Aqr,335.0496,-7.8211,5.37,-0.06,,335.04965239407,-6.1788980567200005,4.3443,,,,,Aquarius,Aqr,
HR8513,30    Peg,335.115,5.7894,5.37,-0.02,,335.1148857794833,5.7895026287130555,2.3581,,,,,Pegasus,Peg,
HR8514,,335.2325,8.1867,6.17,0.44,,335.23248836136,8.18674208863,31.8293,,,,,,,
HR8515,Nu  Ind,336.1533,-72.2556,5.29,0.65,0.031,336.15368912187205,-71.74458660070388,35.1281,,,,,Indus,Ind,
HR8516,47    Aqr,335.3983,-21.5983,5.13,1.07,0.015,335.39820057389,-20.40176988589,17.3475,,,,,Aquarius,Aqr,
HR8517,,335.2504,26.9353,6.47,1.59,,335.25024051899004,26.93516064654,4.4029,,,,,,,
HR8518,48Gam Aqr,335.4142,-1.3872,3.84,-0.05,0.046,335.41404820054004,-0.61265080589,25.8551,Sadachbia,,,,Aquarius,Aqr,
HR8519,,335.165,50.9808,6.42,,,335.16466632121,50.98081447557,1.734,,,,,,,
HR852,Nu  Hor,42.2562,-62.8067,5.26,0.1,0.001,42.256197058059996,-61.1934780484,19.2611,,,,,Horologium,Hor,
HR8520,31    Peg,335.3796,12.2053,5.01,-0.13,,335.3794796033334,12.205184115277778,2.01,,,,,Pegasus,Peg,
HR8521,Pi 1Gru,335.6829,-45.9478,6.62,2.01,,335.68420162375,-44.05200245529,6.1858,,,,,Grus,Gru,
HR8522,32    Peg,335.3304,28.3306,4.81,0.0,0.023,335.33057896027003,28.33052968372,4.5201,,,,,Pegasus,Peg,
HR8523,2    Lac,335.2567,46.5367,4.57,-0.1,0.04,335.25644693708335,46.53656835694444,5.88,,,,,Lacerta,Lac,
HR8524,Pi 2Gru,335.7833,-45.9286,5.62,0.36,0.027,335.78327926116,-44.071511651,25.2139,,,,,Grus,Gru,
HR8525,,334.585,76.4881,6.66,0.0,,334.58514839574,76.48802268878,3.2222,,,,,,,
HR8526,,336.4625,-75.0156,6.04,0.64,,336.4631460185,-74.98431214152,42.7219,,,,,,,
HR8527,,336.2938,-70.4317,5.78,0.38,,336.29418391294,-69.56837862235,19.4861,,,,,,,
HR8528,,335.4621,42.0783,6.41,-0.08,,335.46197634582,42.07816178349,4.6405,,,,,,,
HR8529,49    Aqr,335.8788,-24.7625,5.53,0.99,,335.87853696135,-23.23733717602,12.3615,,,,,Aquarius,Aqr,
HR853,,42.6996,-39.9317,6.36,0.05,,42.69919408386001,-38.06777564683,10.3832,,,,,,,
HR8530,,335.8838,-7.1944,5.93,1.0,,335.88395834896,-6.805587721819999,7.0235,,,,,,,
HR8531,,336.235,-57.7972,5.32,0.67,0.058,336.2348694556333,-56.20254411205583,49.1648,,,,,,,
HR8532,33    Peg,335.915,20.8483,6.04,,0.037,335.91485290008666,20.848288723308055,29.8125,,,,,Pegasus,Peg,
HR8533,51    Aqr,336.0287,-4.8369,5.78,-0.04,0.006,336.02868471999994,-3.162980761388889,8.04,,,,,Aquarius,Aqr,
HR8534,50    Aqr,336.1129,-13.5294,5.76,0.97,,336.1127506866667,-12.47063084361111,7.12,,,,,Aquarius,Aqr,
HR8535,,335.7508,57.2844,6.16,-0.13,,335.75078027805995,57.28461283976,4.1243,,,,,,,
HR8536,,335.9758,38.5736,6.22,0.49,-0.005,335.97605352825997,38.573612694560005,18.4655,,,,,,,
HR8537,,335.7508,62.42,6.04,0.05,,335.75216899268,62.419358683089996,5.0368,,,,,,,
HR8538,3Bet Lac,335.89,52.2292,4.43,1.02,0.021,335.89009713996586,52.229046717188616,19.3014,,,,,Lacerta,Lac,
HR8539,52Pi  Aqr,336.3192,1.3775,4.66,-0.03,,336.3192618745834,1.3773984941666666,4.17,,,,,Aquarius,Aqr,
HR854,18Tau Per,43.5646,52.7625,3.95,0.74,0.019,43.56449050346,52.76246742647,12.3726,,,,,Perseus,Per,
HR8540,Del Tuc,336.8333,-64.9664,4.48,-0.03,,336.83317947788,-63.033639794239996,11.5977,,,,,Tucana,Tuc,
HR8541,4    Lac,336.1292,49.4764,4.57,0.09,0.003,336.1291312202,49.47639182907,1.2656,,,,,Lacerta,Lac,
HR8542,,336.5446,-23.6825,6.29,-0.03,,336.54460017456,-22.317553545029998,7.8086,,,,,,,
HR8543,,336.4196,18.4444,6.26,1.22,,336.41958104193003,18.44431219596,4.8273,,,,,,,
HR8544,53    Aqr,336.6425,-16.7414,6.57,,0.057,336.64279343333334,-15.258410636111112,49.8,,,,,Aquarius,Aqr,
HR8545,53    Aqr,336.6433,-16.7425,6.35,0.61,0.057,336.6429175916667,-15.257805319444445,49.5,,,,,Aquarius,Aqr,
HR8546,,333.2942,86.1081,5.27,-0.03,0.006,333.29380347792994,86.10800323459999,12.8648,,,,,,,
HR8547,,337.1571,-67.4892,5.55,0.2,,337.15696013784,-66.51093904877,22.8975,,,,,,,
HR8548,34    Peg,336.6558,4.3936,5.75,0.52,0.041,336.6557107853308,4.393779330436667,24.9028,,,,,Pegasus,Peg,
HR8549,,336.6904,37.4439,6.46,-0.13,,336.6898259166667,37.44370572222222,2.18,,,,,,,
HR855,20    Per,43.4275,38.3375,5.33,0.41,0.011,43.4275535,38.337487,14.15,,,,,Perseus,Per,
HR8550,,335.9221,78.2433,6.76,-0.06,,335.92373772404,78.24331883912001,3.2637,,,,,,,
HR8551,35    Peg,336.9646,4.6956,4.79,1.05,0.025,336.96467965109747,4.695667905682223,21.0724,,,,,Pegasus,Peg,
HR8552,Nu  Gru,337.1633,-39.1319,5.47,0.95,0.015,337.1633760344,-38.86820935997,11.7446,,,,,Grus,Gru,
HR8553,,336.8604,39.8097,6.14,-0.14,,336.86041051494,39.81002589651,2.0135,,,,,,,
HR8554,,336.7467,56.4333,6.57,-0.1,,336.74657436900003,56.43356638329,4.0494,,,,,,,
HR8555,,336.9425,31.8403,5.98,1.45,,336.94272867165,31.8400461877,4.0416,,,,,,,
HR8556,Del1Gru,337.3175,-43.4956,3.97,1.03,0.024,337.31739147484666,-42.50443840457805,9.9981,,,,,Grus,Gru,
HR8557,,336.5033,70.7708,5.47,1.2,,336.50343112497,70.77090340644,6.6807,,,,,,,
HR8558,55Zet1Aqr,337.2071,-0.0203,4.59,,0.022,337.2078600866833,0.02054497232277778,34.4525,,,,,Aquarius,Aqr,
HR8559,55Zet2Aqr,337.2087,-0.02,4.42,0.38,0.022,337.2078700438454,0.019964649560277777,34.507,,,,,Aquarius,Aqr,
HR856,,43.2988,16.4833,6.31,,,43.298729399280006,16.48346014781,8.8627,,,,,,,
HR8560,Del2Gru,337.4396,-43.7494,4.11,1.57,-0.005,337.4393047889025,-42.250781122630556,9.1556,,,,,Grus,Gru,
HR8561,26    Cep,336.7721,65.1322,5.46,0.37,,336.77212695841,65.13226676311,0.9686,,,,,Cepheus,Cep,
HR8562,36    Peg,337.2833,9.1289,5.58,1.55,,337.28326098312,9.12903504478,4.4408,,,,,Pegasus,Peg,
HR8563,,337.4417,-27.1072,5.95,0.33,,337.4418930886079,-26.892738255287497,25.0139,,,,,,,
HR8564,,337.2925,26.7631,5.79,1.25,,337.29261357879005,26.76319796612,3.7541,,,,,,,
HR8565,,337.5063,-12.915,6.4,0.32,,337.50618043778,-11.08488179266,13.6453,,,,,,,
HR8566,37    Peg,337.4917,4.4317,5.48,0.38,0.032,337.49140370741003,4.431689388160001,18.9779,,,,,Pegasus,Peg,
HR8567,56    Aqr,337.5725,-14.5858,6.37,-0.04,,337.57229589098,-13.41426740821,4.9951,,,,,Aquarius,Aqr,
HR8568,,337.0821,64.0856,6.29,1.08,,337.08120547668995,64.08515501519,8.1635,,,,,,,
HR8569,,337.4329,35.7256,6.56,,,337.43348623209,35.72562965612,9.198,,,,,,,
HR857,,43.1338,-12.7694,6.04,0.87,0.121,43.133867440004586,-11.230286651049166,96.52,,,,,,,
HR8570,Zet PsA,337.7238,-26.0736,6.43,1.08,,337.7240545775,-25.92624885871,7.9457,,,,,Piscis Austrinus,PsA,
HR8571,27Del Cep,337.2929,58.4153,3.75,0.6,0.011,337.29276110013086,58.41519378156944,3.5551,,,,,Cepheus,Cep,
HR8572,5    Lac,337.3825,47.7069,4.36,1.68,0.006,337.38259377416665,47.70688686305556,1.98,,,,,Lacerta,Lac,
HR8573,57Sig Aqr,337.6617,-10.6781,4.82,-0.06,0.021,337.66175584903,-9.3220819427,15.8247,,,,,Aquarius,Aqr,
HR8574,38    Peg,337.5075,32.5725,5.65,-0.04,,337.50756023151,32.572638477190004,8.2435,,,,,Pegasus,Peg,
HR8575,,337.5271,49.3561,6.4,1.15,,337.52709848270996,49.35641243227,8.3679,,,,,,,
HR8576,17Bet PsA,337.8763,-32.3461,4.29,0.01,0.021,337.8763771806121,-31.65392470263,22.0836,,,,,Piscis Austrinus,PsA,
HR8577,,338.86,-78.7717,6.15,1.38,,338.86051361883,-77.22841531272,3.5469,,,,,,,
HR8578,28Rho1Cep,336.6771,78.7858,5.83,0.15,,336.67680972016,78.78587325725,16.2606,,,,,Cepheus,Cep,
HR8579,6    Lac,337.6221,43.1233,4.51,-0.09,,337.62191685541666,43.1233767875,1.9,,,,,Lacerta,Lac,
HR858,,42.9804,-30.8144,6.4,0.48,,42.98435910853,-29.18548268828,31.5418,,,,,,,
HR8580,,337.8267,-2.9111,6.16,1.08,,337.82674229795,-1.0887349270900002,8.5395,,,,,,,
HR8581,,337.8267,-6.555,6.14,0.56,0.044,337.8263677581891,-5.444703086008333,39.1884,,,,,,,
HR8582,Nu  Tuc,338.2504,-61.9822,4.81,1.61,0.007,338.2502571342492,-60.017878181614996,11.5274,,,,,Tucana,Tuc,
HR8583,58    Aqr,337.9221,-10.9056,6.38,0.28,,337.92215298882917,-9.094495890127499,13.4137,,,,,Aquarius,Aqr,
HR8584,,337.8925,29.5428,6.35,0.19,,337.89313079046997,29.542759859100002,7.8282,,,,,,,
HR8585,7Alp Lac,337.8229,50.2825,3.77,0.01,0.04,337.82292258893835,50.28249164252278,31.4943,,,,,Lacerta,Lac,
HR8586,39    Peg,338.1479,20.23,6.42,0.32,0.013,338.14783641238,20.230021076059998,18.7302,,,,,Pegasus,Peg,
HR8587,,338.1954,15.8633,6.32,1.19,,338.19545253828,15.86326455022,5.4749,,,,,,,
HR8588,,338.11,39.7797,5.88,0.16,,338.10990368295006,39.77973174637,5.5372,,,,,,,
HR8589,,338.0783,54.0375,6.35,,,338.07801027402,54.03703129707,4.6265,,,,,,,
HR859,,43.2104,-9.4411,6.32,0.19,,43.21141202056,-8.55876574399,10.6465,,,,,,,
HR8590,60    Aqr,338.5121,-1.5742,5.89,0.99,,338.51214041845003,-0.42573277746,8.7408,,,,,Aquarius,Aqr,
HR8591,29Rho2Cep,337.4704,78.8242,5.5,0.06,0.008,337.47074152159,78.82428667571999,13.6037,,,,,Cepheus,Cep,
HR8592,59Ups Aqr,338.6733,-20.7083,5.2,0.44,0.046,338.67348244208,-19.291784189730002,43.4396,,,,,Aquarius,Aqr,
HR8593,,338.9704,-57.8836,6.23,0.2,,338.97054617775,-56.11624884027,14.2607,,,,,,,
HR8594,,338.4192,56.625,5.71,0.96,,338.41937262726003,56.624737641370004,9.4506,,,,,,,
HR8595,,338.2621,69.9136,6.6,0.32,0.002,338.262126,69.91354716666667,12.87,,,,,,,
HR8596,,338.9021,-23.9911,5.97,0.99,,338.90156570726003,-22.00890587201,11.0125,,,,,,,
HR8597,62Eta Aqr,338.8392,-0.1175,4.02,-0.09,0.025,338.8390885833333,0.11749688888888889,19.43,,,,,Aquarius,Aqr,
HR8598,,338.3208,70.3739,6.34,0.0,-0.003,338.32012265488754,70.37371487393722,7.7049,,,,,,,
HR8599,,338.0675,76.2264,5.68,0.05,,338.06760267010003,76.22644103313,4.5118,,,,,,,
HR86,42    Psc,5.6062,13.4825,6.23,1.22,,5.60617877093,13.48248846981,5.5453,,,,,Pisces,Psc,
HR860,,43.9871,61.5211,5.59,0.45,,43.98717017057,61.52113736341,37.3809,,,,,,,
HR8600,Sig1Gru,339.1221,-40.5828,6.28,0.12,,339.1220927558401,-39.417295333629994,14.2858,,,,,Grus,Gru,
HR8601,,339.1475,-31.6639,5.82,1.09,,339.14766721076,-30.33620919698,9.7605,,,,,,,
HR8602,Sig2Gru,339.245,-40.5911,5.86,0.06,,339.24522230854,-39.408964971219994,14.2337,,,,,Grus,Gru,
HR8603,8    Lac,338.9679,39.6342,5.73,-0.15,,338.96784479345996,39.63432965938,1.8914,,,,,Lacerta,Lac,
HR8604,,339.0329,35.5772,6.1,1.0,,339.03292206085,35.57750181723,7.5582,,,,,,,
HR8605,,339.1517,11.6969,6.4,0.0,,339.15137421187,11.6966360917,7.652,,,,,,,
HR8606,,338.9725,50.0711,6.29,-0.05,,338.97242709003996,50.07078813494,1.7675,,,,,,,
HR8607,,338.9658,56.07,6.38,0.12,,338.96664210899,56.07057473363,8.9158,,,,,,,
HR8608,,339.2696,12.5772,6.3,,,339.27020341940005,12.57681698007,4.2889,,,,,,,
HR8609,,339.2029,35.6525,6.3,1.37,,339.20282755043,35.652419307799995,4.0987,,,,,,,
HR861,,44.1033,64.3325,6.24,2.03,,44.10271012345,64.33244319958,1.4948,,,,,,,
HR8610,63Kap Aqr,339.4392,-4.2281,5.03,1.14,0.019,339.43908560581417,-3.7719451990655553,14.7149,Situla,,,,Aquarius,Aqr,
HR8611,,339.785,-52.6922,6.65,0.35,,339.78500524221994,-51.30802805647,8.3478,,,,,,,
HR8612,,339.5925,-7.8978,6.23,0.78,,339.59227449539003,-6.10244170439,9.5221,,,,,,,
HR8613,9    Lac,339.3433,51.5453,4.63,0.24,0.022,339.3434079935154,51.54512102229361,18.6783,,,,,Lacerta,Lac,
HR8614,,339.6862,-28.7478,6.47,1.04,,339.68613162683,-27.25178600707,7.9921,,,,,,,
HR8615,31    Cep,338.9421,73.6431,5.08,0.39,0.008,338.9422259748,73.64318555480001,17.3391,,,,,Cepheus,Cep,
HR8616,,339.7146,-33.0814,5.66,0.05,,339.71444441216,-32.91865366803,8.5831,,,,,,,
HR8617,,339.5729,45.1831,6.4,,,339.57248671898,45.18293250974,4.5807,,,,,,,
HR8618,40    Peg,339.7192,19.5222,5.82,0.92,0.01,339.71914080858,19.52225107164,7.9475,,,,,Pegasus,Peg,
HR8619,,339.9333,-28.3253,6.31,1.01,0.01,339.93410279843994,-27.674340356280002,9.4621,,,,,,,
HR862,,43.3971,-22.3764,5.95,1.04,,43.39717638096,-21.62368843277,9.2098,,,,,,,
HR8620,,340.2037,-57.4222,5.97,1.46,,340.20382124931007,-56.57768088376,4.7073,,,,,,,
HR8621,,339.6579,56.7958,5.21,1.58,-0.013,339.65801377045455,56.79563274478278,7.2234,,,,,,,
HR8622,10    Lac,339.8154,39.0503,4.88,-0.2,,339.815327655,39.050269764444444,1.89,,,,,Lacerta,Lac,
HR8623,,340.0929,-30.6589,5.87,1.3,0.014,340.09293829008004,-29.34113021913,5.9529,,,,,,,
HR8624,41    Peg,339.9458,19.6811,6.21,0.0,,339.94587972188,19.68112612749,5.1385,,,,,Pegasus,Peg,
HR8625,,339.3042,75.3717,5.79,1.57,,339.30402257327,75.37181127784,4.9227,,,,,,,
HR8626,,339.8929,37.5928,6.03,0.86,,339.89305461261,37.59281703373,2.9319,,,,,,,
HR8627,30    Cep,339.6625,63.5844,5.19,0.06,0.008,339.66271566195,63.58447137441,10.6477,,,,,Cepheus,Cep,
HR8628,18Eps PsA,340.1642,-27.0436,4.17,-0.11,,340.16395106839,-26.95638470786,5.9219,,,,,Piscis Austrinus,PsA,
HR8629,,340.2,-3.5542,6.31,0.52,0.012,340.19988666978,-2.44569162137,28.9535,,,,,,,
HR863,Psi For,43.3933,-38.4369,5.92,0.44,,43.39332032155,-37.56299874058001,17.6681,,,,,Fornax,For,
HR8630,Bet Oct,341.5138,-81.3817,4.15,0.2,,341.51462908375,-80.61838555972223,21.85,,,,,Octans,Oct,
HR8631,,340.2196,14.5494,5.71,0.72,0.032,340.21950683333336,14.549160138888888,29.59,,,,,,,
HR8632,11    Lac,340.1288,44.2764,4.46,1.33,0.01,340.1285769793592,44.27630746036667,9.317,,,,,Lacerta,Lac,
HR8633,,340.0767,53.8461,5.93,0.93,,340.07669578235,53.84592669495,9.4485,,,,,,,
HR8634,42Zet Peg,340.3654,10.8314,3.4,-0.09,0.023,340.36550299,10.831363310277778,15.96,Homam,,,,Pegasus,Peg,
HR8635,,340.6537,-47.2106,5.98,0.58,0.067,340.65368060795254,-46.78918728867972,41.9811,,,,,,,
HR8636,Bet Gru,340.6671,-46.8847,2.1,1.6,0.008,340.666876125,-45.11542355555556,18.43,Tiaki,,,,Grus,Gru,
HR8637,19    PsA,340.5921,-29.3608,6.17,1.54,,340.59202927442004,-28.638951873649997,4.936,,,,,Piscis Austrinus,PsA,
HR8638,,340.3808,30.9658,6.34,,,340.38045013461,30.965862713099998,3.4607,,,,,,,
HR8639,,340.6796,-44.2478,6.07,0.98,,340.67950700017997,-43.75197711663,3.8904,,,,,,,
HR864,,44.2108,51.2608,6.22,1.57,,44.21107818928,51.26128519575,4.7274,,,,,,,
HR8640,12    Lac,340.3692,40.2256,5.25,-0.14,,340.36937294394,40.225447149050005,2.5877,,,,,Lacerta,Lac,
HR8641,43Omi Peg,340.4392,29.3075,4.79,-0.01,0.024,340.43918403521,29.30767528426,11.6546,,,,,Pegasus,Peg,
HR8642,,340.4892,14.5164,5.9,1.11,-0.01,340.48939943569,14.51639398764,11.1472,,,,,,,
HR8643,,340.4004,41.5494,5.94,,0.001,340.40021308554003,41.54912419784,10.6784,,,,,,,
HR8644,Rho Gru,340.875,-41.4144,4.85,1.03,0.03,340.87490106366994,-40.585654474636115,13.4158,,,,,Grus,Gru,
HR8645,,340.7646,-8.3117,6.45,0.17,0.004,340.7642229583333,-7.688559333333333,6.82,,,,,,,
HR8646,,341.0688,-60.4994,6.3,0.56,,341.06866332744,-59.500382839589996,6.2025,,,,,,,
HR8647,67    Aqr,340.8096,-6.9628,6.41,-0.04,,340.80943022045994,-5.03706266961,7.8602,,,,,Aquarius,Aqr,
HR8648,,340.5867,53.9089,6.12,1.62,,340.58670409693,53.90874786055,2.6189,,,,,,,
HR8649,66    Aqr,340.8971,-18.8303,4.69,1.37,0.013,340.8968044433333,-17.169623420555556,7.53,,,,,Aquarius,Aqr,
HR865,,44.1392,47.1639,6.02,1.34,,44.13875557744,47.16400496852,1.6543,,,,,,,
HR8650,44Eta Peg,340.7504,30.2214,2.94,0.86,0.017,340.75053685394994,30.22121471372,16.6308,Matar,,,,Pegasus,Peg,
HR8651,,340.7313,37.8028,6.43,-0.09,,340.73102787152,37.802733394549996,2.1623,,,,,,,
HR8652,,340.7687,47.1686,6.39,0.47,0.002,340.7680008749999,47.16875252777778,1.29,,,,,,,
HR8653,,340.9279,10.9392,6.51,0.46,,340.92795804868996,10.93935512242,27.0654,,,,,,,
HR8654,,341.0217,39.4656,5.95,1.48,0.01,341.0217364720909,39.4653479418525,3.9099,,,,,,,
HR8655,Eta Gru,341.4079,-53.5003,4.85,1.18,0.005,341.40784143152,-52.49988013005,7.2136,,,,,Grus,Gru,
HR8656,13    Lac,341.0229,41.8192,5.08,0.96,0.01,341.02282798774996,41.819234814770006,11.5268,,,,,Lacerta,Lac,
HR8657,,341.4196,-46.5475,5.51,1.32,-0.003,341.41993574074,-45.45267581097,4.0934,,,,,,,
HR8658,,341.5333,-48.9789,6.62,0.63,,341.53347604872,-47.02117827107,25.3417,,,,,,,
HR8659,,341.6179,-49.6858,6.48,1.14,,341.61788719179,-48.31421048274,4.9819,,,,,,,
HR866,,43.08,-62.9097,6.03,1.25,,43.07926834665,-61.09040873763,5.1349,,,,,,,
HR8660,45    Peg,341.3675,19.3667,6.25,1.05,,341.36739947089995,19.366556932050003,7.9563,,,,,Pegasus,Peg,
HR8661,,341.205,52.5172,6.55,,,341.20465798633,52.51720987914,3.6622,,,,,,,
HR8662,,341.6821,-46.9394,6.56,0.3,,341.68200017899994,-45.060552321390006,12.5598,,,,,,,
HR8663,Xi  Oct,342.5954,-80.1242,5.35,-0.15,,342.59505792069,-79.87615504322001,6.35,,,,,Octans,Oct,
HR8664,,342.4204,-77.0506,6.73,0.11,,342.42133020276,-76.94894324973001,9.951,,,,,,,
HR8665,46Xi  Peg,341.6733,12.1728,4.19,0.5,0.052,341.67324939263915,12.172885794474444,60.9161,,,,,Pegasus,Peg,
HR8666,,341.5425,44.5461,5.76,0.36,0.019,341.54259217486,44.54605480037,17.8595,,,,,,,
HR8667,47Lam Peg,341.6329,23.5656,3.95,1.07,0.042,341.6328244225,23.565654483333333,8.93,,,,,Pegasus,Peg,
HR8668,,341.8296,-34.1611,6.28,1.16,,341.82984063651,-33.83827984872,9.017,,,,,,,
HR8669,,342.0892,-61.6842,6.37,1.06,,342.08910389035003,-60.31563556295,8.0812,,,,,,,
HR867,45Rho2Ari,43.9521,18.3317,5.91,1.47,0.014,43.95207499916667,18.331639704444445,9.28,,,,,Aries,Ari,
HR8670,68    Aqr,341.8879,-19.6133,5.26,0.94,0.034,341.88801429305,-18.38662524865,12.1682,,,,,Aquarius,Aqr,
HR8671,,341.9463,-38.2219,6.71,0.48,,341.94645266439,-37.77789638719,13.9152,,,,,,,
HR8672,,342.3225,-70.3478,6.34,0.07,,342.3227939019,-69.65201553629001,10.2089,,,,,,,
HR8673,69Tau1Aqr,341.9283,-14.0564,5.66,-0.05,,341.92820610903004,-13.943571863359999,9.1322,,,,,Aquarius,Aqr,
HR8674,,341.9842,-25.9119,6.3,0.91,,341.98417967948,-24.08796519761,7.1379,,,,,,,
HR8675,Eps Gru,342.1388,-51.3169,3.49,0.08,0.044,342.13874192297,-50.68313518798,25.7902,,,,,Grus,Gru,
HR8676,70    Aqr,342.1258,-10.5556,6.19,0.28,,342.12587610682,-9.44452283673,7.8081,,,,,Aquarius,Aqr,
HR8677,,341.8467,58.4828,6.36,-0.04,,341.84682389223,58.4830294658,3.3163,,,,,,,
HR8678,,342.0454,37.4167,5.9,1.03,,342.04597877673,37.41669003978,9.5287,,,,,,,
HR8679,71Tau2Aqr,342.3979,-13.5925,4.01,1.57,0.021,342.39792075111455,-12.407371456063055,10.0171,,,,,Aquarius,Aqr,
HR868,,43.4704,-49.8903,4.0,2.11,0.013,43.469875422330006,-48.11035263327,4.3236,,,,,,,
HR8680,,342.4962,-32.8053,6.33,0.31,0.015,342.49676203057004,-31.194532419959998,14.3608,,,,,,,
HR8681,,342.3846,10.4789,6.54,0.29,,342.38392051338997,10.47861393933,15.2858,,,,,,,
HR8682,,342.1992,54.415,6.12,-0.07,,342.19956888493,54.41489234166,4.4303,,,,,,,
HR8683,,342.1842,62.9383,6.06,1.2,,342.18440001607,62.938412893339994,5.4956,,,,,,,
HR8684,48Mu  Peg,342.5008,24.6017,3.48,0.93,0.04,342.50080447836956,24.601581283481668,28.934,Sadalbari,,,,Pegasus,Peg,
HR8685,,342.7592,-39.1569,5.42,1.43,-0.001,342.75899565826,-38.84316426809,3.6273,,,,,,,
HR8686,,342.9371,-59.8814,6.46,1.13,,342.93731013078,-58.11861847307,7.8093,,,,,,,
HR8687,,342.2529,68.5703,6.19,,0.025,342.253607375,68.57022425,15.7,,,,,,,
HR8688,,342.4425,55.9028,5.43,1.17,,342.44297821453,55.902776699709996,8.2924,,,,,,,
HR8689,,343.0413,-63.1886,6.12,1.03,,343.04172367099164,-62.81133203188028,8.7033,,,,,,,
HR869,46Rho3Ari,44.1087,18.0231,5.63,0.43,0.038,44.109048861047086,18.023240330170278,27.2557,,,,,Aries,Ari,
HR8690,14    Lac,342.5908,41.9536,5.92,0.08,,342.59074398550996,41.953394833400004,2.0266,,,,,Lacerta,Lac,
HR8691,,342.6629,19.1408,6.4,,,342.66303058026,19.14120555827,6.9597,,,,,,,
HR8692,,342.5425,50.6769,6.21,1.14,,342.54205783448,50.67691907239,1.9489,,,,,,,
HR8693,21    PsA,342.8371,-29.5361,5.97,0.91,,342.83724361594005,-28.463693423029998,10.5194,,,,,Piscis Austrinus,PsA,
HR8694,32Iot Cep,342.42,66.2006,3.52,1.05,0.041,342.4200728828125,66.20040505350917,27.2869,,,,,Cepheus,Cep,
HR8695,22Gam PsA,343.1317,-32.8756,4.46,-0.04,0.043,343.13137565518,-31.12453951069,14.634,,,,,Piscis Austrinus,PsA,
HR8696,,342.845,61.6969,5.6,0.78,0.005,342.8442879583333,61.696737361111104,13.75,,,,,,,
HR8697,49Sig Peg,343.1004,9.8356,5.16,0.48,0.043,343.1003102546021,9.835665116018333,36.5581,,,,,Pegasus,Peg,
HR8698,73Lam Aqr,343.1537,-7.5797,3.74,1.64,0.017,343.15364185224,-6.42040307629,8.936,,,,,Aquarius,Aqr,
HR8699,15    Lac,343.0083,43.3125,4.94,1.56,0.021,343.00847439764,43.31241718256,9.3012,,,,,Lacerta,Lac,
HR87,,5.3692,-77.4269,5.97,1.4,,5.369884336519999,-76.57311827721999,4.0262,,,,,,,
HR870,,44.0575,8.3817,5.97,0.48,,44.057363512790005,8.38156219303,23.1485,,,,,,,
HR8700,Tau1Gru,343.4079,-48.5981,6.04,0.62,0.042,343.40805145923997,-47.40171557545,30.1918,,,,,Grus,Gru,
HR8701,Rho Ind,343.6642,-70.0736,6.05,0.66,,343.66450808064,-69.92629109423001,37.4641,,,,,Indus,Ind,
HR8702,,341.8708,83.1539,4.74,1.26,-0.018,341.87112147264,83.15382875035,10.3313,,,,,,,
HR8703,,343.2596,16.8411,5.64,1.12,,343.25944332415,16.841194596399998,10.1655,,,,,,,
HR8704,74    Aqr,343.3696,-11.6167,5.8,-0.08,,343.36960382422996,-10.38348523512,5.5008,,,,,Aquarius,Aqr,
HR8705,,343.2179,50.4119,6.46,-0.04,,343.21770396480997,50.41228514927,4.3839,,,,,,,
HR8706,,343.2971,40.1672,6.34,-0.08,,343.29740181569,40.16736135139,3.1222,,,,,,,
HR8707,,343.2658,60.1011,6.01,1.75,,343.26576880228,60.1010309928,1.9819,,,,,,,
HR8708,,343.4171,44.7492,5.81,0.26,0.018,343.41733715802,44.74917094898,18.1487,,,,,,,
HR8709,76Del Aqr,343.6625,-15.8208,3.27,0.05,0.038,343.66252607412997,-14.179180434800001,23.1451,Skat,,,,Aquarius,Aqr,
HR871,,43.5271,-50.8714,6.21,1.58,,43.52695771711,-49.12859832293,2.6603,,,,,,,
HR8710,78    Aqr,343.6421,-7.2047,6.19,1.28,,343.64217410069,-6.79537526751,5.4411,,,,,Aquarius,Aqr,
